,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
278,279,20,3,14450,1,3,3,0,4,0,16,2,2,0,2,9,5,2006,2007,1,0,5,5,1,315,0,4,2,0,3,1,5,0,5,0,2121,2121,1,0,1,4,0,0,2121,0,0,2,1,3,1,0,6,1,1,0,3,4,4,2,124,98,0,0,142,0,0,5,2007,6,5,12.93675161
279,280,60,3,10005,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,0,9,10,1,299,3,4,1,2,3,3,1,392,5,0,768,1160,1,0,1,4,866,0,2022,0,0,2,1,4,1,3,6,1,1,0,2,4,4,2,288,117,0,0,0,0,0,3,2008,8,4,12.16525065
280,281,60,3,11287,1,3,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,0,9,10,1,340,2,4,1,2,3,0,2,421,5,0,386,807,1,2,1,4,807,0,1982,0,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,84,0,196,0,0,0,1,2007,8,4,12.33929149
281,282,20,1,7200,1,3,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,0,12,13,3,68,2,4,2,2,3,3,2,905,5,0,357,1262,1,2,1,4,0,0,1262,0,0,2,0,2,1,2,6,0,1,0,2,4,4,2,0,120,0,0,0,0,0,5,2006,6,5,12.1281111
282,283,120,3,5063,1,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,0,12,13,3,166,2,4,2,2,3,3,2,904,5,0,410,1314,1,0,1,4,0,0,1314,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,172,62,0,0,0,0,0,4,2009,5,4,12.24288662
283,284,20,3,9612,1,3,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,0,12,13,3,72,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,0,0,1468,0,0,2,0,3,1,2,6,1,1,0,3,4,4,2,210,150,0,0,0,0,0,12,2009,6,5,12.4073795
284,285,120,3,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,0,9,7,2,0,2,4,2,2,3,3,2,430,5,0,1145,1575,1,2,1,4,0,0,1575,1,0,2,0,2,1,2,6,0,1,1,2,4,4,2,0,0,52,0,0,0,0,7,2007,8,4,12.09625778
285,286,160,1,4251,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,0,8,8,2,0,2,4,2,2,3,3,5,0,5,0,625,625,1,0,1,4,625,0,1250,0,0,2,1,2,1,2,6,0,5,1,2,4,4,2,0,54,0,0,0,0,0,6,2007,6,5,12.01188092
286,287,50,3,9786,1,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,0,13,14,2,0,3,4,1,3,3,3,4,600,5,0,312,912,1,4,1,4,649,0,1734,0,0,1,1,3,1,2,6,1,1,1,2,4,4,2,0,0,0,0,128,0,0,6,2006,8,4,11.97665948
287,288,20,3,8125,1,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,0,6,6,2,0,3,4,1,3,3,3,1,614,5,0,244,858,1,4,1,4,0,0,858,0,0,1,0,3,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,11.38509209
288,289,20,3,9819,1,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,0,8,8,1,31,3,2,1,3,3,3,1,450,5,0,432,882,1,4,1,4,0,0,900,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,2,2010,8,4,11.71177632
289,290,70,3,8730,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,0,13,14,2,0,3,4,0,3,3,3,5,0,5,0,698,698,1,0,1,0,698,0,1396,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,259,0,0,7,2007,8,4,11.94194433
290,291,60,3,15611,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,0,12,13,2,0,2,4,2,2,3,0,5,0,5,0,1079,1079,1,0,1,4,840,0,1919,0,0,2,1,3,1,2,6,1,1,1,2,2,4,2,0,51,0,0,0,0,0,7,2006,6,5,12.35978037
291,292,190,3,5687,1,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,0,12,13,2,0,3,1,2,3,0,3,4,210,5,0,570,780,1,0,0,4,780,0,1716,1,0,2,0,6,1,1,6,0,1,2,0,4,4,0,0,184,0,0,0,0,0,3,2008,8,4,11.8196746
292,293,50,3,11409,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,0,13,14,2,0,3,4,1,3,3,3,3,292,5,0,476,768,1,2,1,4,568,0,1716,0,0,1,1,3,1,3,3,1,1,2,1,4,4,2,0,0,0,0,160,0,0,1,2009,8,4,11.7829526
293,294,60,3,16659,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,0,9,10,1,34,3,4,1,3,3,3,0,795,5,0,0,795,1,1,1,4,795,0,2263,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,250,0,0,0,0,0,3,2006,8,4,12.36734079
294,295,20,3,9600,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,0,6,6,3,238,3,4,1,3,3,3,2,1285,5,0,131,1416,1,4,1,4,0,0,1644,1,0,1,0,3,1,3,6,2,1,0,2,4,4,2,110,0,0,0,0,0,0,10,2009,8,4,12.02574909
295,296,80,3,7937,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,0,6,6,2,0,3,4,1,3,3,0,2,819,5,0,184,1003,1,4,1,4,0,0,1003,1,0,1,0,3,1,3,6,0,5,2,2,4,4,2,120,0,0,0,0,0,0,3,2006,8,4,11.86709728
296,297,50,4,13710,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,0,13,14,2,0,3,4,1,3,3,3,1,420,5,0,490,910,1,4,1,0,648,0,1558,0,0,1,1,4,1,3,6,0,1,2,1,4,4,2,289,0,0,0,0,0,0,6,2007,8,4,11.9316358
297,298,60,1,7399,1,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,0,12,13,1,1600,2,4,2,2,3,3,1,649,5,0,326,975,1,0,1,4,975,0,1950,0,0,2,1,3,1,2,6,1,5,1,2,4,4,2,0,10,0,0,198,0,0,6,2007,8,4,12.38421883
298,299,60,3,11700,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,0,6,1,1,365,2,4,1,3,3,3,0,384,4,175,143,702,1,2,1,4,702,0,1743,0,1,1,2,3,1,3,6,1,1,2,2,4,4,2,224,0,0,0,0,0,0,6,2007,8,4,12.07254125
299,300,20,3,14000,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,0,6,6,2,0,3,2,1,3,3,3,5,0,5,0,1092,1092,1,0,1,4,0,0,1152,0,1,1,0,3,1,2,6,1,1,2,1,4,4,2,0,36,0,0,0,0,0,8,2009,8,3,11.97350987
300,301,190,3,15750,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,0,8,8,1,56,3,4,1,3,3,2,1,841,5,0,324,1165,1,4,1,4,0,0,1336,1,0,1,0,2,1,3,6,2,1,2,1,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,11.96400108
301,302,60,3,16226,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,0,12,13,2,0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1242,0,2452,0,0,2,1,4,1,2,6,1,3,0,2,4,4,2,208,50,0,0,0,0,0,5,2007,8,4,12.49500394
302,303,20,3,13704,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,0,12,13,1,150,2,4,2,2,3,3,5,0,5,0,1541,1541,1,0,1,4,0,0,1541,0,0,2,0,3,1,2,6,1,1,1,3,4,4,2,468,81,0,0,0,0,0,1,2006,8,4,12.23076526
303,304,20,3,9800,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,0,12,13,2,0,3,4,2,3,3,3,0,894,5,0,0,894,1,4,1,4,0,0,894,1,0,1,0,3,1,3,6,0,1,2,2,4,4,2,256,0,0,0,0,0,0,7,2006,8,0,11.91772368
304,305,75,4,18386,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,0,5,5,2,0,3,4,0,3,3,3,5,0,5,0,1470,1470,1,0,1,4,1818,0,3493,0,0,3,0,3,1,2,6,1,1,2,3,4,4,2,302,0,0,0,0,0,0,5,2008,8,4,12.59473064
305,306,20,3,10386,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,0,5,5,3,246,2,4,2,2,3,3,2,1464,5,0,536,2000,1,0,1,4,0,0,2000,1,0,2,0,3,1,2,6,0,1,0,3,4,4,2,168,0,0,0,0,0,0,7,2007,8,4,12.63101353
306,307,60,3,13474,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,0,6,10,1,246,2,4,1,2,3,3,0,700,5,0,0,700,1,2,1,4,1121,0,2243,1,0,2,1,4,1,2,6,1,1,1,3,4,4,2,127,44,224,0,0,0,0,6,2007,8,4,12.32385568
307,308,50,4,7920,1,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,0,8,8,2,0,3,1,1,3,3,3,5,0,5,0,319,319,1,4,1,0,371,0,1406,0,0,1,0,3,1,1,6,0,1,2,0,4,4,0,0,144,0,0,0,0,0,3,2008,8,4,11.4019939
308,309,30,3,12342,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,0,12,13,2,0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,0,0,861,0,0,1,0,1,1,3,6,0,5,2,2,4,4,2,158,0,0,0,0,0,0,3,2009,8,4,11.32055357
309,310,20,3,12378,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,0,12,13,2,0,2,4,2,0,3,1,2,1274,5,0,622,1896,1,0,1,4,0,0,1944,1,0,2,0,3,1,0,6,3,1,0,3,4,4,2,208,175,0,0,0,0,0,11,2006,8,4,12.79385931
310,311,60,3,7685,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,0,6,6,1,112,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,804,0,1501,0,0,2,1,3,1,2,6,1,1,0,2,4,4,2,190,63,0,0,0,0,0,5,2006,8,4,12.01733052
311,312,20,3,8000,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,0,12,13,2,0,3,2,1,3,3,3,0,680,5,0,292,972,1,0,1,4,0,0,972,1,0,1,0,2,1,3,6,1,5,2,1,4,4,2,0,0,0,0,0,0,0,5,2009,8,4,11.7905572
312,313,190,4,7800,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,0,8,8,2,0,3,4,1,2,3,2,4,507,5,0,286,793,1,4,1,4,325,0,1118,1,0,1,0,3,1,3,6,1,5,2,2,4,4,2,0,0,0,0,271,0,0,5,2006,8,4,11.69441334
313,314,20,3,215245,1,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,0,3,3,2,0,3,4,1,2,3,1,0,1236,4,820,80,2136,2,4,1,4,0,0,2036,2,0,2,0,3,1,3,6,2,1,1,2,4,4,2,0,0,0,0,0,0,0,6,2009,8,4,12.8346813
314,315,70,4,9600,1,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,0,13,14,2,0,3,4,0,3,1,3,3,16,5,0,712,728,1,0,1,4,809,0,1641,0,1,1,1,3,1,0,6,1,5,2,2,1,4,2,0,0,234,0,0,0,0,8,2006,8,4,12.08953883
315,316,60,3,7795,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,0,12,13,2,0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,0,1432,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,100,51,0,0,0,0,0,7,2009,8,4,12.14685329
316,317,60,3,13005,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,0,5,5,1,278,2,4,1,2,3,3,2,692,5,0,153,845,1,4,1,4,1200,0,2353,1,0,2,1,4,1,0,6,1,1,1,2,4,4,2,288,195,0,0,0,0,0,8,2009,8,4,12.46843691
317,318,60,1,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,0,12,13,2,0,2,4,2,2,3,0,5,0,5,0,1088,1088,1,0,1,4,871,0,1959,0,0,2,1,3,1,2,6,1,1,1,3,4,4,2,208,46,0,0,0,0,0,12,2007,8,4,12.50617724
318,319,60,3,9900,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,0,6,6,1,256,2,4,2,2,3,1,2,987,5,0,360,1347,1,0,1,4,1274,0,2646,1,0,2,1,4,1,2,6,1,1,1,3,4,4,2,340,60,144,0,0,0,0,4,2009,8,4,12.46843691
319,320,80,3,14115,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,0,9,10,1,225,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,0,0,1472,1,0,2,0,3,1,3,6,2,1,2,2,4,4,2,233,48,0,0,0,0,0,6,2009,8,4,12.14153412
320,321,60,3,16259,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,0,12,13,3,370,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1347,0,2596,0,0,3,1,4,1,2,6,0,1,1,3,4,4,2,240,154,0,0,0,0,0,9,2006,6,5,12.74444437
321,322,60,3,12099,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,0,12,13,1,388,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1332,0,2468,1,0,2,1,4,1,2,6,1,3,0,3,4,4,2,184,154,0,0,0,0,0,6,2007,8,4,12.77705219
322,323,60,3,10380,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,0,9,10,1,172,2,4,1,3,3,1,3,28,0,1474,0,1502,1,0,1,4,1177,0,2730,1,0,2,1,4,1,2,6,1,1,0,2,4,4,2,201,96,0,0,0,0,0,8,2007,8,4,12.61486554
323,324,20,4,5820,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,0,12,13,2,0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,0,0,1163,1,0,1,0,3,1,3,6,0,1,2,1,1,4,2,142,98,0,0,0,0,0,7,2006,8,4,11.74542511
324,325,80,3,11275,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,5,13,14,1,300,2,2,1,2,3,3,5,0,5,0,710,710,1,0,1,4,1080,0,2978,0,0,2,1,5,1,2,6,1,3,0,2,4,4,2,240,0,0,0,0,0,0,6,2010,8,4,12.39669301
325,326,45,4,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,0,8,8,2,0,3,4,1,3,3,0,1,116,5,0,604,720,1,3,0,1,0,0,803,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,0,244,0,0,0,0,12,2007,8,4,11.3736634
326,327,120,3,10846,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,0,3,3,2,0,2,4,2,2,3,1,2,1619,5,0,100,1719,1,0,1,4,0,0,1719,2,0,1,1,1,1,2,6,2,1,0,2,4,4,2,122,30,0,0,0,0,0,5,2008,2,4,12.68849879
327,328,20,3,11600,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,0,13,14,1,175,3,4,1,3,3,3,4,565,5,0,818,1383,1,4,1,4,0,0,1383,0,0,1,1,3,1,3,6,0,1,1,1,4,4,2,0,45,0,0,0,0,0,4,2006,8,4,11.88621167
328,329,75,3,11888,1,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,0,13,15,2,0,3,4,0,3,3,3,5,0,5,0,844,844,1,2,0,0,689,0,2134,0,0,2,0,5,1,2,6,0,5,2,2,4,4,2,0,60,268,0,0,0,0,7,2009,8,4,12.27606502
329,330,70,4,6402,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,0,13,15,2,0,3,4,2,3,3,2,5,0,5,0,596,596,1,4,0,4,596,0,1192,0,0,1,0,3,1,3,6,0,5,2,1,1,1,0,0,0,137,0,0,0,0,7,2009,8,4,11.26446411
330,331,90,3,10624,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,0,6,6,1,84,3,4,1,3,3,3,2,40,4,264,1424,1728,1,4,1,4,0,0,1728,0,1,2,0,6,2,3,6,0,5,2,1,4,4,2,155,0,0,0,0,0,0,11,2007,8,4,11.68687877
331,332,20,3,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,0,13,14,2,0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,0,0,1056,1,0,1,0,3,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,11.84222921
332,333,20,3,10655,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,0,12,13,1,296,2,4,2,2,3,3,2,1124,5,479,1603,3206,1,0,1,4,0,0,1629,1,0,2,0,3,1,2,6,1,1,1,3,4,4,2,0,0,0,0,0,0,0,10,2009,8,4,12.55672952
333,334,120,4,8198,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,0,12,13,3,146,2,4,2,2,3,0,2,720,5,0,638,1358,1,0,1,4,0,0,1358,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,192,30,0,0,0,0,0,7,2008,8,4,12.24047407
334,335,60,3,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,2,0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,695,0,1638,1,0,2,1,3,1,3,6,2,1,0,2,4,4,2,100,38,0,0,0,0,0,7,2008,8,4,12.16525065
335,336,190,3,164660,0,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,0,9,10,2,0,3,4,1,3,3,1,0,1249,1,147,103,1499,1,0,1,4,167,0,1786,2,0,2,0,3,1,3,6,2,1,0,2,4,4,2,670,0,0,0,0,0,700,8,2008,8,4,12.34125892
336,337,20,3,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,0,12,13,3,200,2,4,2,0,3,1,2,1249,5,0,673,1922,1,0,1,4,0,0,1922,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,178,51,0,0,0,0,0,7,2007,8,4,12.8411298
337,338,20,3,9135,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,0,12,13,1,113,2,4,2,2,3,0,2,810,5,0,726,1536,1,0,1,4,0,0,1536,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,192,74,0,0,0,0,0,12,2008,8,4,12.27373129
338,339,20,3,14145,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,0,13,14,2,0,2,4,1,2,3,2,0,213,5,0,995,1208,1,0,1,4,0,0,1621,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,108,45,0,0,0,0,400,5,2006,8,4,12.21849517
339,340,20,3,12400,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,0,13,14,1,176,3,4,1,3,0,3,4,585,5,0,630,1215,1,4,1,0,0,0,1215,0,0,1,0,3,1,3,6,0,1,2,1,4,4,2,0,0,0,0,234,0,0,6,2009,8,4,11.9511804
340,341,60,3,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,915,0,1908,0,0,2,1,4,1,2,6,0,1,0,2,4,4,2,135,0,0,0,0,0,0,4,2010,8,4,12.22046853
341,342,20,2,8400,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,0,13,0,2,0,1,1,1,3,0,3,5,0,5,0,721,721,1,2,1,4,0,0,841,0,0,1,0,2,1,3,6,0,4,2,1,4,4,0,250,0,24,0,0,0,0,9,2009,8,4,11.31447453
342,343,90,3,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,0,11,12,1,340,3,4,3,3,3,3,5,0,5,0,0,0,5,1,0,0,0,0,1040,0,0,2,0,2,2,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,11.37939407
343,344,120,3,8849,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,0,8,8,1,616,0,4,2,0,3,3,2,28,5,0,1656,1684,1,0,1,4,0,0,1684,0,0,2,0,2,1,0,6,1,1,1,2,4,4,2,495,72,0,0,0,0,0,7,2008,8,4,12.49125159
344,345,160,4,2592,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,0,5,5,2,0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,576,0,1112,0,0,1,1,3,1,3,6,0,1,2,1,4,4,2,182,0,0,0,0,0,0,4,2010,8,4,11.35040654
345,346,50,3,6435,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,0,8,8,2,0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,605,0,1577,0,0,1,0,3,1,1,6,1,5,2,1,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,11.85082525
346,347,20,3,12772,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,0,8,8,2,0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,0,0,958,0,0,1,0,2,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,15500,4,2007,8,4,11.9283409
347,348,20,3,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,0,13,14,1,30,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,0,0,1478,1,0,2,0,3,1,3,6,2,1,2,2,4,4,2,0,40,0,0,0,0,0,12,2009,8,4,11.96718074
348,349,160,3,2448,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,0,12,15,3,106,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,862,0,1626,1,0,2,1,2,1,2,6,0,3,1,2,4,4,2,0,27,0,0,0,0,0,10,2008,8,4,11.94470788
349,350,60,3,20431,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,0,5,5,1,870,0,4,2,0,3,3,2,1410,5,0,438,1848,1,0,1,4,880,0,2728,1,0,2,1,4,1,0,6,2,1,0,3,4,4,2,0,0,0,0,0,0,0,4,2006,6,5,12.98804081
350,351,120,3,7820,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,0,8,8,1,362,0,4,2,0,3,3,5,0,5,0,1869,1869,1,0,1,4,0,0,1869,0,0,2,0,2,1,0,6,1,1,1,2,4,4,2,210,54,0,0,0,0,0,12,2007,6,5,12.66999847
351,352,120,3,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,0,13,14,2,0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,0,0,1453,1,0,1,1,2,1,2,6,1,1,1,2,4,4,2,0,80,0,0,184,0,0,12,2006,8,0,12.15477935
352,353,50,3,9084,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,0,12,13,2,0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,495,0,1111,0,1,1,0,3,1,3,6,0,5,2,1,4,1,2,48,0,0,0,0,0,0,3,2008,5,4,11.46163217
353,354,30,4,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,0,12,13,2,0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,0,0,720,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,106,0,0,0,0,0,0,5,2010,8,4,11.57025053
354,355,50,3,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,0,13,8,2,0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,403,0,1595,0,0,1,0,2,1,3,6,2,1,2,1,4,4,2,0,0,108,0,0,0,0,6,2006,8,4,11.8493977
355,356,20,3,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,0,12,13,2,0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,0,0,1200,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,0,26,0,0,0,0,0,8,2007,8,4,12.08672589
356,357,20,3,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,0,0,1167,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,12.06104687
357,358,120,4,4224,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,0,5,5,2,0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,0,0,1142,1,0,1,1,3,1,3,6,1,1,0,2,4,4,2,536,90,0,0,0,0,0,8,2007,8,4,11.80559508
358,359,80,3,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,0,13,7,1,120,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,0,0,1352,0,1,1,0,3,1,2,3,0,3,2,1,4,4,2,168,0,294,0,0,0,0,7,2006,8,0,11.77528973
359,360,60,3,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,530,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,838,0,1924,1,0,2,1,3,1,2,6,1,1,1,2,4,4,2,208,75,0,0,374,0,0,6,2006,8,4,12.54254488
360,361,85,3,7540,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,0,12,13,2,0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,0,0,912,1,0,1,0,2,1,3,6,1,1,1,2,4,4,2,0,0,0,0,192,0,0,6,2007,8,4,11.95761129
361,362,50,3,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,0,8,8,2,0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,517,0,1505,1,0,1,0,3,1,3,6,0,5,2,1,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,11.88448902
362,363,85,3,7301,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,0,6,6,1,500,2,4,3,3,3,3,5,0,5,0,0,0,1,0,1,4,1427,0,1922,0,0,3,0,4,1,2,6,1,3,1,2,4,4,2,0,0,177,0,0,0,0,7,2009,3,4,12.19854438
363,364,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,0,6,6,1,510,3,4,1,3,3,3,0,162,5,0,321,483,1,2,1,4,504,0,987,0,0,1,1,2,1,2,6,0,5,2,1,4,4,2,250,0,0,0,0,0,0,5,2009,8,4,11.6784399
364,365,60,3,18800,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,0,6,6,1,120,3,4,2,2,3,2,2,712,5,0,84,796,1,4,1,4,784,0,1574,1,0,2,1,3,1,3,6,1,1,0,2,4,4,2,306,111,0,0,0,0,0,7,2006,8,4,12.15477935
